"Application ID","Object Type","CSV Batch","Application Batch","Path JPG","Genus Number","Genus + Species 1","Epthitet 1","Genus + Species 2","Epthitet 2","Subdivision","Notes","Feedback Alembo","Feedback Florence"
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021792.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021793.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021794.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021795.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021796.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021797.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021798.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021799.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021800.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021801.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021802.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021804.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021805.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021806.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021807.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021808.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021809.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021810.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021811.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021812.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021813.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021814.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021815.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021816.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021817.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021818.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021819.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021820.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021821.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021822.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021823.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021824.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021825.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021826.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021827.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021828.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021829.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021830.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021831.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021832.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021833.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021834.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021835.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021836.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021837.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021838.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021839.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021840.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021841.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021842.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021843.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021844.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021845.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021846.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021847.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021848.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021849.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021850.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021851.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021852.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021853.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021854.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021855.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021856.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021859.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021860.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021861.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021862.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021865.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021866.jpg","","","","","","","","",""
"5","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_04","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021867.jpg","","","","","","","","",""
"6","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_05","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021868.jpg","","","","","","","","",""
"6","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_05","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021869.jpg","","","","","","","","",""
"6","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_05","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021870.jpg","","","","","","","","",""
"6","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_05","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021871.jpg","","","","","","","","",""
"6","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_05","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021872.jpg","","","","","","","","",""
"6","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_05","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021873.jpg","","","","","","","","",""
"6","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_05","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021874.jpg","","","","","","","","",""
"6","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_05","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021875.jpg","","","","","","","","",""
"6","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_05","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021876.jpg","","","","","","","","",""
"6","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_05","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021877.jpg","","","","","","","","",""
"6","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_05","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021878.jpg","","","","","","","","",""
"6","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_05","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021879.jpg","","","","","","","","",""
"6","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_05","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021880.jpg","","","","","","","","",""
"6","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_05","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021881.jpg","","","","","","","","",""
"6","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_05","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021882.jpg","","","","","","","","",""
"6","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_05","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021883.jpg","","","","","","","","",""
"6","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_05","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021884.jpg","","","","","","","","",""
"6","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_05","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021885.jpg","","","","","","","","",""
"6","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_05","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021886.jpg","","","","","","","","",""
"6","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_05","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021887.jpg","","","","","","","","",""
"6","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_05","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021888.jpg","","","","","","","","",""
"6","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_05","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021889.jpg","","","","","","","","",""
"6","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_05","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021890.jpg","","","","","","","","",""
"6","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_05","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021891.jpg","","","","","","","","",""
"6","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_05","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021892.jpg","","","","","","","","",""
